retriever,dataset,system,metric,mean,std,min,max,n_seeds,seeds,seed_13,seed_21,seed_42,seed_87,seed_100
hybrid_spladepp_faiss,medmcqa,dense,recall@10,0.505104,0.000000,0.505104,0.505104,5,13 21 42 87 100,0.505104,0.505104,0.505104,0.505104,0.505104
hybrid_spladepp_faiss,medmcqa,dense,recall@20,0.602866,0.000000,0.602866,0.602866,5,13 21 42 87 100,0.602866,0.602866,0.602866,0.602866,0.602866
hybrid_spladepp_faiss,medmcqa,dense,hit@5,0.407342,0.000000,0.407342,0.407342,5,13 21 42 87 100,0.407342,0.407342,0.407342,0.407342,0.407342
hybrid_spladepp_faiss,medmcqa,dense,hit@10,0.505104,0.000000,0.505104,0.505104,5,13 21 42 87 100,0.505104,0.505104,0.505104,0.505104,0.505104
hybrid_spladepp_faiss,medmcqa,dense,hit@20,0.602866,0.000000,0.602866,0.602866,5,13 21 42 87 100,0.602866,0.602866,0.602866,0.602866,0.602866
hybrid_spladepp_faiss,medmcqa,dense,hit@50,0.720259,0.000000,0.720259,0.720259,5,13 21 42 87 100,0.720259,0.720259,0.720259,0.720259,0.720259
hybrid_spladepp_faiss,medmcqa,dense,ndcg@100,0.401500,0.000000,0.401500,0.401500,5,13 21 42 87 100,0.401500,0.401500,0.401500,0.401500,0.401500
hybrid_spladepp_faiss,medmcqa,dense,ndcg@50,0.376575,0.000000,0.376575,0.376575,5,13 21 42 87 100,0.376575,0.376575,0.376575,0.376575,0.376575
hybrid_spladepp_faiss,medmcqa,dense,recall@100,0.878877,0.000000,0.878877,0.878877,5,13 21 42 87 100,0.878877,0.878877,0.878877,0.878877,0.878877
hybrid_spladepp_faiss,medmcqa,dense,recall@50,0.720259,0.000000,0.720259,0.720259,5,13 21 42 87 100,0.720259,0.720259,0.720259,0.720259,0.720259
hybrid_spladepp_faiss,medmcqa,gardian,ndcg@5,0.446004,0.002555,0.441854,0.447876,5,13 21 42 87 100,0.447859,0.445250,0.441854,0.447179,0.447876
hybrid_spladepp_faiss,medmcqa,gardian,ndcg@10,0.481979,0.002158,0.478555,0.484534,5,13 21 42 87 100,0.484534,0.481992,0.478555,0.482393,0.482424
hybrid_spladepp_faiss,medmcqa,gardian,ndcg@20,0.504122,0.001917,0.501205,0.506562,5,13 21 42 87 100,0.506562,0.504007,0.501205,0.504259,0.504577
hybrid_spladepp_faiss,medmcqa,gardian,mrr,0.425060,0.002387,0.421620,0.428259,5,13 21 42 87 100,0.428259,0.424459,0.421620,0.425527,0.425437
hybrid_spladepp_faiss,medmcqa,gardian,mrr@10,0.425060,0.002387,0.421620,0.428259,5,13 21 42 87 100,0.428259,0.424459,0.421620,0.425527,0.425437
hybrid_spladepp_faiss,medmcqa,gardian,recall@5,0.581665,0.003872,0.576364,0.586572,5,13 21 42 87 100,0.580291,0.581076,0.576364,0.584020,0.586572
hybrid_spladepp_faiss,medmcqa,gardian,recall@10,0.692187,0.001637,0.689439,0.693757,5,13 21 42 87 100,0.692776,0.693757,0.689439,0.692187,0.692776
hybrid_spladepp_faiss,medmcqa,gardian,recall@20,0.778956,0.000972,0.777778,0.780330,5,13 21 42 87 100,0.778956,0.780330,0.778367,0.777778,0.779348
hybrid_spladepp_faiss,medmcqa,gardian,hit@5,0.581665,0.003872,0.576364,0.586572,5,13 21 42 87 100,0.580291,0.581076,0.576364,0.584020,0.586572
hybrid_spladepp_faiss,medmcqa,gardian,hit@10,0.692187,0.001637,0.689439,0.693757,5,13 21 42 87 100,0.692776,0.693757,0.689439,0.692187,0.692776
hybrid_spladepp_faiss,medmcqa,gardian,hit@20,0.778956,0.000972,0.777778,0.780330,5,13 21 42 87 100,0.778956,0.780330,0.778367,0.777778,0.779348
hybrid_spladepp_faiss,medmcqa,gardian,hit@50,0.855359,0.000946,0.853750,0.856105,5,13 21 42 87 100,0.855320,0.855713,0.853750,0.856105,0.855909
hybrid_spladepp_faiss,medmcqa,gardian,ndcg@100,0.523393,0.001931,0.520496,0.525837,5,13 21 42 87 100,0.525837,0.522980,0.520496,0.523830,0.523823
hybrid_spladepp_faiss,medmcqa,gardian,ndcg@50,0.519470,0.002049,0.516287,0.521911,5,13 21 42 87 100,0.521911,0.519127,0.516287,0.520023,0.520004
hybrid_spladepp_faiss,medmcqa,gardian,recall@100,0.878877,0.000000,0.878877,0.878877,5,13 21 42 87 100,0.878877,0.878877,0.878877,0.878877,0.878877
hybrid_spladepp_faiss,medmcqa,gardian,recall@50,0.855359,0.000946,0.853750,0.856105,5,13 21 42 87 100,0.855320,0.855713,0.853750,0.856105,0.855909
hybrid_spladepp_faiss,medmcqa,global_alpha,alpha_sparse,0.740000,0.000000,0.740000,0.740000,5,13 21 42 87 100,0.740000,0.740000,0.740000,0.740000,0.740000
hybrid_spladepp_faiss,medmcqa,hybrid,ndcg@5,0.435034,0.000000,0.435034,0.435034,5,13 21 42 87 100,0.435034,0.435034,0.435034,0.435034,0.435034
hybrid_spladepp_faiss,medmcqa,hybrid,ndcg@10,0.470328,0.000000,0.470328,0.470328,5,13 21 42 87 100,0.470328,0.470328,0.470328,0.470328,0.470328
hybrid_spladepp_faiss,medmcqa,hybrid,ndcg@20,0.490886,0.000000,0.490886,0.490886,5,13 21 42 87 100,0.490886,0.490886,0.490886,0.490886,0.490886
hybrid_spladepp_faiss,medmcqa,hybrid,mrr,0.414262,0.000000,0.414262,0.414262,5,13 21 42 87 100,0.414262,0.414262,0.414262,0.414262,0.414262
hybrid_spladepp_faiss,medmcqa,hybrid,mrr@10,0.414262,0.000000,0.414262,0.414262,5,13 21 42 87 100,0.414262,0.414262,0.414262,0.414262,0.414262
hybrid_spladepp_faiss,medmcqa,hybrid,recall@5,0.568512,0.000000,0.568512,0.568512,5,13 21 42 87 100,0.568512,0.568512,0.568512,0.568512,0.568512
hybrid_spladepp_faiss,medmcqa,hybrid,recall@10,0.676875,0.000000,0.676875,0.676875,5,13 21 42 87 100,0.676875,0.676875,0.676875,0.676875,0.676875
hybrid_spladepp_faiss,medmcqa,hybrid,recall@20,0.757754,0.000000,0.757754,0.757754,5,13 21 42 87 100,0.757754,0.757754,0.757754,0.757754,0.757754
hybrid_spladepp_faiss,medmcqa,hybrid,hit@5,0.568512,0.000000,0.568512,0.568512,5,13 21 42 87 100,0.568512,0.568512,0.568512,0.568512,0.568512
hybrid_spladepp_faiss,medmcqa,hybrid,hit@10,0.676875,0.000000,0.676875,0.676875,5,13 21 42 87 100,0.676875,0.676875,0.676875,0.676875,0.676875
hybrid_spladepp_faiss,medmcqa,hybrid,hit@20,0.757754,0.000000,0.757754,0.757754,5,13 21 42 87 100,0.757754,0.757754,0.757754,0.757754,0.757754
hybrid_spladepp_faiss,medmcqa,hybrid,hit@50,0.823910,0.000000,0.823910,0.823910,5,13 21 42 87 100,0.823910,0.823910,0.823910,0.823910,0.823910
hybrid_spladepp_faiss,medmcqa,hybrid,ndcg@100,0.513540,0.000000,0.513540,0.513540,5,13 21 42 87 100,0.513540,0.513540,0.513540,0.513540,0.513540
hybrid_spladepp_faiss,medmcqa,hybrid,ndcg@50,0.504281,0.000000,0.504281,0.504281,5,13 21 42 87 100,0.504281,0.504281,0.504281,0.504281,0.504281
hybrid_spladepp_faiss,medmcqa,hybrid,recall@100,0.878877,0.000000,0.878877,0.878877,5,13 21 42 87 100,0.878877,0.878877,0.878877,0.878877,0.878877
hybrid_spladepp_faiss,medmcqa,hybrid,recall@50,0.823910,0.000000,0.823910,0.823910,5,13 21 42 87 100,0.823910,0.823910,0.823910,0.823910,0.823910
hybrid_spladepp_faiss,medmcqa,oracle_alpha,ndcg@10,0.563502,0.000000,0.563502,0.563502,5,13 21 42 87 100,0.563502,0.563502,0.563502,0.563502,0.563502
hybrid_spladepp_faiss,medmcqa,oracle_alpha,best_alpha_mean,0.263080,0.000000,0.263080,0.263080,5,13 21 42 87 100,0.263080,0.263080,0.263080,0.263080,0.263080
hybrid_spladepp_faiss,medmcqa,oracle_alpha,best_alpha_std,0.336648,0.000000,0.336648,0.336648,5,13 21 42 87 100,0.336648,0.336648,0.336648,0.336648,0.336648
hybrid_spladepp_faiss,medmcqa,oracle_alpha,invariant_fraction,0.293277,0.000000,0.293277,0.293277,5,13 21 42 87 100,0.293277,0.293277,0.293277,0.293277,0.293277
hybrid_spladepp_faiss,medmcqa,oracle_alpha,ndcg@10_gold_in_pool,0.641162,0.000000,0.641162,0.641162,5,13 21 42 87 100,0.641162,0.641162,0.641162,0.641162,0.641162
hybrid_spladepp_faiss,medmcqa,oracle_alpha,tie_fraction,0.577469,0.000000,0.577469,0.577469,5,13 21 42 87 100,0.577469,0.577469,0.577469,0.577469,0.577469
hybrid_spladepp_faiss,medmcqa,oracle_rerank,ndcg@10,0.878877,0.000000,0.878877,0.878877,5,13 21 42 87 100,0.878877,0.878877,0.878877,0.878877,0.878877
hybrid_spladepp_faiss,medmcqa,pool,recall,0.878877,0.000000,0.878877,0.878877,5,13 21 42 87 100,0.878877,0.878877,0.878877,0.878877,0.878877
hybrid_spladepp_faiss,medmcqa,rrf,ndcg@5,0.395747,0.000000,0.395747,0.395747,5,13 21 42 87 100,0.395747,0.395747,0.395747,0.395747,0.395747
hybrid_spladepp_faiss,medmcqa,rrf,ndcg@10,0.437320,0.000000,0.437320,0.437320,5,13 21 42 87 100,0.437320,0.437320,0.437320,0.437320,0.437320
hybrid_spladepp_faiss,medmcqa,rrf,ndcg@20,0.463547,0.000000,0.463547,0.463547,5,13 21 42 87 100,0.463547,0.463547,0.463547,0.463547,0.463547
hybrid_spladepp_faiss,medmcqa,rrf,mrr,0.378655,0.000000,0.378655,0.378655,5,13 21 42 87 100,0.378655,0.378655,0.378655,0.378655,0.378655
hybrid_spladepp_faiss,medmcqa,rrf,mrr@10,0.378655,0.000000,0.378655,0.378655,5,13 21 42 87 100,0.378655,0.378655,0.378655,0.378655,0.378655
hybrid_spladepp_faiss,medmcqa,rrf,recall@5,0.531410,0.000000,0.531410,0.531410,5,13 21 42 87 100,0.531410,0.531410,0.531410,0.531410,0.531410
hybrid_spladepp_faiss,medmcqa,rrf,recall@10,0.659600,0.000000,0.659600,0.659600,5,13 21 42 87 100,0.659600,0.659600,0.659600,0.659600,0.659600
hybrid_spladepp_faiss,medmcqa,rrf,recall@20,0.762269,0.000000,0.762269,0.762269,5,13 21 42 87 100,0.762269,0.762269,0.762269,0.762269,0.762269
hybrid_spladepp_faiss,medmcqa,rrf,hit@5,0.531410,0.000000,0.531410,0.531410,5,13 21 42 87 100,0.531410,0.531410,0.531410,0.531410,0.531410
hybrid_spladepp_faiss,medmcqa,rrf,hit@10,0.659600,0.000000,0.659600,0.659600,5,13 21 42 87 100,0.659600,0.659600,0.659600,0.659600,0.659600
hybrid_spladepp_faiss,medmcqa,rrf,hit@20,0.762269,0.000000,0.762269,0.762269,5,13 21 42 87 100,0.762269,0.762269,0.762269,0.762269,0.762269
hybrid_spladepp_faiss,medmcqa,rrf,hit@50,0.843934,0.000000,0.843934,0.843934,5,13 21 42 87 100,0.843934,0.843934,0.843934,0.843934,0.843934
hybrid_spladepp_faiss,medmcqa,rrf,ndcg@100,0.485696,0.000000,0.485696,0.485696,5,13 21 42 87 100,0.485696,0.485696,0.485696,0.485696,0.485696
hybrid_spladepp_faiss,medmcqa,rrf,ndcg@50,0.479914,0.000000,0.479914,0.479914,5,13 21 42 87 100,0.479914,0.479914,0.479914,0.479914,0.479914
hybrid_spladepp_faiss,medmcqa,rrf,recall@100,0.878877,0.000000,0.878877,0.878877,5,13 21 42 87 100,0.878877,0.878877,0.878877,0.878877,0.878877
hybrid_spladepp_faiss,medmcqa,rrf,recall@50,0.843934,0.000000,0.843934,0.843934,5,13 21 42 87 100,0.843934,0.843934,0.843934,0.843934,0.843934
hybrid_spladepp_faiss,medmcqa,sparse,ndcg@5,0.430265,0.000000,0.430265,0.430265,5,13 21 42 87 100,0.430265,0.430265,0.430265,0.430265,0.430265
hybrid_spladepp_faiss,medmcqa,sparse,ndcg@10,0.465614,0.000000,0.465614,0.465614,5,13 21 42 87 100,0.465614,0.465614,0.465614,0.465614,0.465614
hybrid_spladepp_faiss,medmcqa,sparse,ndcg@20,0.486241,0.000000,0.486241,0.486241,5,13 21 42 87 100,0.486241,0.486241,0.486241,0.486241,0.486241
hybrid_spladepp_faiss,medmcqa,sparse,mrr,0.410696,0.000000,0.410696,0.410696,5,13 21 42 87 100,0.410696,0.410696,0.410696,0.410696,0.410696
hybrid_spladepp_faiss,medmcqa,sparse,mrr@10,0.410696,0.000000,0.410696,0.410696,5,13 21 42 87 100,0.410696,0.410696,0.410696,0.410696,0.410696
hybrid_spladepp_faiss,medmcqa,sparse,recall@5,0.560267,0.000000,0.560267,0.560267,5,13 21 42 87 100,0.560267,0.560267,0.560267,0.560267,0.560267
hybrid_spladepp_faiss,medmcqa,sparse,recall@10,0.669022,0.000000,0.669022,0.669022,5,13 21 42 87 100,0.669022,0.669022,0.669022,0.669022,0.669022
hybrid_spladepp_faiss,medmcqa,sparse,recall@20,0.749902,0.000000,0.749902,0.749902,5,13 21 42 87 100,0.749902,0.749902,0.749902,0.749902,0.749902
hybrid_spladepp_faiss,medmcqa,sparse,hit@5,0.560267,0.000000,0.560267,0.560267,5,13 21 42 87 100,0.560267,0.560267,0.560267,0.560267,0.560267
hybrid_spladepp_faiss,medmcqa,sparse,hit@10,0.669022,0.000000,0.669022,0.669022,5,13 21 42 87 100,0.669022,0.669022,0.669022,0.669022,0.669022
hybrid_spladepp_faiss,medmcqa,sparse,hit@20,0.749902,0.000000,0.749902,0.749902,5,13 21 42 87 100,0.749902,0.749902,0.749902,0.749902,0.749902
hybrid_spladepp_faiss,medmcqa,sparse,hit@50,0.823910,0.000000,0.823910,0.823910,5,13 21 42 87 100,0.823910,0.823910,0.823910,0.823910,0.823910
hybrid_spladepp_faiss,medmcqa,sparse,ndcg@100,0.509999,0.000000,0.509999,0.509999,5,13 21 42 87 100,0.509999,0.509999,0.509999,0.509999,0.509999
hybrid_spladepp_faiss,medmcqa,sparse,ndcg@50,0.501114,0.000000,0.501114,0.501114,5,13 21 42 87 100,0.501114,0.501114,0.501114,0.501114,0.501114
hybrid_spladepp_faiss,medmcqa,sparse,recall@100,0.878877,0.000000,0.878877,0.878877,5,13 21 42 87 100,0.878877,0.878877,0.878877,0.878877,0.878877
hybrid_spladepp_faiss,medmcqa,sparse,recall@50,0.823910,0.000000,0.823910,0.823910,5,13 21 42 87 100,0.823910,0.823910,0.823910,0.823910,0.823910
hybrid_spladepp_faiss,pubmedqa_artificial,dense,ndcg@5,0.662622,0.000000,0.662622,0.662622,5,13 21 42 87 100,0.662622,0.662622,0.662622,0.662622,0.662622
hybrid_spladepp_faiss,pubmedqa_artificial,dense,ndcg@10,0.705947,0.000000,0.705947,0.705947,5,13 21 42 87 100,0.705947,0.705947,0.705947,0.705947,0.705947
hybrid_spladepp_faiss,pubmedqa_artificial,dense,ndcg@20,0.734435,0.000000,0.734435,0.734435,5,13 21 42 87 100,0.734435,0.734435,0.734435,0.734435,0.734435
hybrid_spladepp_faiss,pubmedqa_artificial,dense,mrr,0.851217,0.000000,0.851217,0.851217,5,13 21 42 87 100,0.851217,0.851217,0.851217,0.851217,0.851217
hybrid_spladepp_faiss,pubmedqa_artificial,dense,mrr@10,0.851217,0.000000,0.851217,0.851217,5,13 21 42 87 100,0.851217,0.851217,0.851217,0.851217,0.851217
hybrid_spladepp_faiss,pubmedqa_artificial,dense,recall@5,0.654994,0.000000,0.654994,0.654994,5,13 21 42 87 100,0.654994,0.654994,0.654994,0.654994,0.654994
hybrid_spladepp_faiss,pubmedqa_artificial,dense,recall@10,0.754383,0.000000,0.754383,0.754383,5,13 21 42 87 100,0.754383,0.754383,0.754383,0.754383,0.754383
hybrid_spladepp_faiss,pubmedqa_artificial,dense,recall@20,0.837962,0.000000,0.837962,0.837962,5,13 21 42 87 100,0.837962,0.837962,0.837962,0.837962,0.837962
hybrid_spladepp_faiss,pubmedqa_artificial,dense,hit@5,0.929026,0.000000,0.929026,0.929026,5,13 21 42 87 100,0.929026,0.929026,0.929026,0.929026,0.929026
hybrid_spladepp_faiss,pubmedqa_artificial,dense,hit@10,0.959161,0.000000,0.959161,0.959161,5,13 21 42 87 100,0.959161,0.959161,0.959161,0.959161,0.959161
hybrid_spladepp_faiss,pubmedqa_artificial,dense,hit@20,0.976123,0.000000,0.976123,0.976123,5,13 21 42 87 100,0.976123,0.976123,0.976123,0.976123,0.976123
hybrid_spladepp_faiss,pubmedqa_artificial,dense,hit@50,0.988912,0.000000,0.988912,0.988912,5,13 21 42 87 100,0.988912,0.988912,0.988912,0.988912,0.988912
hybrid_spladepp_faiss,pubmedqa_artificial,dense,ndcg@100,0.773151,0.000000,0.773151,0.773151,5,13 21 42 87 100,0.773151,0.773151,0.773151,0.773151,0.773151
hybrid_spladepp_faiss,pubmedqa_artificial,dense,ndcg@50,0.759968,0.000000,0.759968,0.759968,5,13 21 42 87 100,0.759968,0.759968,0.759968,0.759968,0.759968
hybrid_spladepp_faiss,pubmedqa_artificial,dense,recall@100,0.996377,0.000000,0.996377,0.996377,5,13 21 42 87 100,0.996377,0.996377,0.996377,0.996377,0.996377
hybrid_spladepp_faiss,pubmedqa_artificial,dense,recall@50,0.933900,0.000000,0.933900,0.933900,5,13 21 42 87 100,0.933900,0.933900,0.933900,0.933900,0.933900
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,ndcg@5,0.756535,0.001635,0.754930,0.759060,5,13 21 42 87 100,0.757203,0.755609,0.754930,0.755874,0.759060
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,ndcg@10,0.794087,0.001655,0.792825,0.796685,5,13 21 42 87 100,0.794766,0.793331,0.792829,0.792825,0.796685
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,ndcg@20,0.817629,0.001477,0.816444,0.819899,5,13 21 42 87 100,0.818339,0.816903,0.816562,0.816444,0.819899
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,mrr,0.915499,0.001217,0.913704,0.917030,5,13 21 42 87 100,0.915141,0.915679,0.913704,0.915941,0.917030
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,mrr@10,0.915499,0.001217,0.913704,0.917030,5,13 21 42 87 100,0.915141,0.915679,0.913704,0.915941,0.917030
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,recall@5,0.749304,0.001910,0.747579,0.752024,5,13 21 42 87 100,0.750547,0.748480,0.747579,0.747890,0.752024
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,recall@10,0.834686,0.002210,0.831790,0.837580,5,13 21 42 87 100,0.836014,0.834287,0.833760,0.831790,0.837580
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,recall@20,0.903527,0.001896,0.900722,0.905535,5,13 21 42 87 100,0.905020,0.903130,0.903228,0.900722,0.905535
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,hit@5,0.968515,0.000811,0.967175,0.969371,5,13 21 42 87 100,0.968767,0.968548,0.967175,0.968712,0.969371
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,hit@10,0.982029,0.000367,0.981612,0.982435,5,13 21 42 87 100,0.982435,0.982215,0.981612,0.981666,0.982215
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,hit@20,0.989318,0.000167,0.989132,0.989516,5,13 21 42 87 100,0.989461,0.989187,0.989132,0.989296,0.989516
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,hit@50,0.994698,0.000232,0.994401,0.994950,5,13 21 42 87 100,0.994785,0.994511,0.994401,0.994950,0.994840
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,ndcg@100,0.841562,0.001068,0.840574,0.843237,5,13 21 42 87 100,0.841969,0.840943,0.840574,0.841084,0.843237
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,ndcg@50,0.836740,0.001072,0.835613,0.838137,5,13 21 42 87 100,0.837597,0.836114,0.835613,0.836239,0.838137
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,recall@100,0.996377,0.000000,0.996377,0.996377,5,13 21 42 87 100,0.996377,0.996377,0.996377,0.996377,0.996377
hybrid_spladepp_faiss,pubmedqa_artificial,gardian,recall@50,0.974654,0.001237,0.973387,0.976676,5,13 21 42 87 100,0.976676,0.974658,0.974015,0.974533,0.973387
hybrid_spladepp_faiss,pubmedqa_artificial,global_alpha,alpha_sparse,0.480000,0.000000,0.480000,0.480000,5,13 21 42 87 100,0.480000,0.480000,0.480000,0.480000,0.480000
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,ndcg@5,0.664743,0.000000,0.664743,0.664743,5,13 21 42 87 100,0.664743,0.664743,0.664743,0.664743,0.664743
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,ndcg@10,0.696141,0.000000,0.696141,0.696141,5,13 21 42 87 100,0.696141,0.696141,0.696141,0.696141,0.696141
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,ndcg@20,0.717036,0.000000,0.717036,0.717036,5,13 21 42 87 100,0.717036,0.717036,0.717036,0.717036,0.717036
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,mrr,0.867562,0.000000,0.867562,0.867562,5,13 21 42 87 100,0.867562,0.867562,0.867562,0.867562,0.867562
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,mrr@10,0.867562,0.000000,0.867562,0.867562,5,13 21 42 87 100,0.867562,0.867562,0.867562,0.867562,0.867562
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,recall@5,0.644907,0.000000,0.644907,0.644907,5,13 21 42 87 100,0.644907,0.644907,0.644907,0.644907,0.644907
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,recall@10,0.716565,0.000000,0.716565,0.716565,5,13 21 42 87 100,0.716565,0.716565,0.716565,0.716565,0.716565
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,recall@20,0.777613,0.000000,0.777613,0.777613,5,13 21 42 87 100,0.777613,0.777613,0.777613,0.777613,0.777613
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,hit@5,0.937260,0.000000,0.937260,0.937260,5,13 21 42 87 100,0.937260,0.937260,0.937260,0.937260,0.937260
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,hit@10,0.959546,0.000000,0.959546,0.959546,5,13 21 42 87 100,0.959546,0.959546,0.959546,0.959546,0.959546
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,hit@20,0.973927,0.000000,0.973927,0.973927,5,13 21 42 87 100,0.973927,0.973927,0.973927,0.973927,0.973927
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,hit@50,0.983917,0.000000,0.983917,0.983917,5,13 21 42 87 100,0.983917,0.983917,0.983917,0.983917,0.983917
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,ndcg@100,0.769579,0.000000,0.769579,0.769579,5,13 21 42 87 100,0.769579,0.769579,0.769579,0.769579,0.769579
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,ndcg@50,0.733286,0.000000,0.733286,0.733286,5,13 21 42 87 100,0.733286,0.733286,0.733286,0.733286,0.733286
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,recall@100,0.996377,0.000000,0.996377,0.996377,5,13 21 42 87 100,0.996377,0.996377,0.996377,0.996377,0.996377
hybrid_spladepp_faiss,pubmedqa_artificial,hybrid,recall@50,0.837027,0.000000,0.837027,0.837027,5,13 21 42 87 100,0.837027,0.837027,0.837027,0.837027,0.837027
hybrid_spladepp_faiss,pubmedqa_artificial,oracle_alpha,ndcg@10,0.831995,0.000000,0.831995,0.831995,5,13 21 42 87 100,0.831995,0.831995,0.831995,0.831995,0.831995
hybrid_spladepp_faiss,pubmedqa_artificial,oracle_alpha,best_alpha_mean,0.194701,0.000000,0.194701,0.194701,5,13 21 42 87 100,0.194701,0.194701,0.194701,0.194701,0.194701
hybrid_spladepp_faiss,pubmedqa_artificial,oracle_alpha,best_alpha_std,0.295372,0.000000,0.295372,0.295372,5,13 21 42 87 100,0.295372,0.295372,0.295372,0.295372,0.295372
hybrid_spladepp_faiss,pubmedqa_artificial,oracle_alpha,invariant_fraction,0.189566,0.000000,0.189566,0.189566,5,13 21 42 87 100,0.189566,0.189566,0.189566,0.189566,0.189566
hybrid_spladepp_faiss,pubmedqa_artificial,oracle_alpha,ndcg@10_gold_in_pool,0.835020,0.000000,0.835020,0.835020,5,13 21 42 87 100,0.835020,0.835020,0.835020,0.835020,0.835020
hybrid_spladepp_faiss,pubmedqa_artificial,oracle_alpha,tie_fraction,0.474070,0.000000,0.474070,0.474070,5,13 21 42 87 100,0.474070,0.474070,0.474070,0.474070,0.474070
hybrid_spladepp_faiss,pubmedqa_artificial,oracle_rerank,ndcg@10,0.996377,0.000000,0.996377,0.996377,5,13 21 42 87 100,0.996377,0.996377,0.996377,0.996377,0.996377
hybrid_spladepp_faiss,pubmedqa_artificial,pool,recall,0.996377,0.000000,0.996377,0.996377,5,13 21 42 87 100,0.996377,0.996377,0.996377,0.996377,0.996377
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,ndcg@5,0.712479,0.000000,0.712479,0.712479,5,13 21 42 87 100,0.712479,0.712479,0.712479,0.712479,0.712479
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,ndcg@10,0.751947,0.000000,0.751947,0.751947,5,13 21 42 87 100,0.751947,0.751947,0.751947,0.751947,0.751947
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,ndcg@20,0.780111,0.000000,0.780111,0.780111,5,13 21 42 87 100,0.780111,0.780111,0.780111,0.780111,0.780111
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,mrr,0.897239,0.000000,0.897239,0.897239,5,13 21 42 87 100,0.897239,0.897239,0.897239,0.897239,0.897239
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,mrr@10,0.897239,0.000000,0.897239,0.897239,5,13 21 42 87 100,0.897239,0.897239,0.897239,0.897239,0.897239
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,recall@5,0.699157,0.000000,0.699157,0.699157,5,13 21 42 87 100,0.699157,0.699157,0.699157,0.699157,0.699157
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,recall@10,0.789047,0.000000,0.789047,0.789047,5,13 21 42 87 100,0.789047,0.789047,0.789047,0.789047,0.789047
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,recall@20,0.871213,0.000000,0.871213,0.871213,5,13 21 42 87 100,0.871213,0.871213,0.871213,0.871213,0.871213
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,hit@5,0.958777,0.000000,0.958777,0.958777,5,13 21 42 87 100,0.958777,0.958777,0.958777,0.958777,0.958777
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,hit@10,0.977495,0.000000,0.977495,0.977495,5,13 21 42 87 100,0.977495,0.977495,0.977495,0.977495,0.977495
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,hit@20,0.987704,0.000000,0.987704,0.987704,5,13 21 42 87 100,0.987704,0.987704,0.987704,0.987704,0.987704
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,hit@50,0.993688,0.000000,0.993688,0.993688,5,13 21 42 87 100,0.993688,0.993688,0.993688,0.993688,0.993688
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,ndcg@100,0.811448,0.000000,0.811448,0.811448,5,13 21 42 87 100,0.811448,0.811448,0.811448,0.811448,0.811448
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,ndcg@50,0.801735,0.000000,0.801735,0.801735,5,13 21 42 87 100,0.801735,0.801735,0.801735,0.801735,0.801735
hybrid_spladepp_faiss,pubmedqa_artificial,rrf,recall@100,0.996377,0.000000,0.996377,0.996377,5,13 21 42 87 100,0.996377,0.996377,0.996377,0.996377,0.996377
